# Exportado el: 2025-06-02 08:17:14
carId;carVal;valId;valVal
26348;PANTALLA;1693272;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 15.6" 3840X2160 PIXELES
26348;PANTALLA;1693273;PANTALLA: LCD CON RETROILUMINACION LED 15.6" 1920X1080 PIXELES
26348;PANTALLA;1693274;PANTALLA: LCD CON RETROILUMINACION LED 17.3" 1920X1080 PIXELES
26348;PANTALLA;1693275;PANTALLA: LCD CON RETROILUMINACION LED 17.3" 3840X2160 PIXELES
26348;PANTALLA;1693276;PANTALLA: LCD CON RETROILUMINACION LED 14.0" 1920X1080 PIXELES
26348;PANTALLA;1693277;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 15.6" 1920X1080 PIXELES
26348;PANTALLA;1693278;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 14.0" 3840X2160 PIXELES
26348;PANTALLA;1693279;PANTALLA: LCD CON RETROILUMINACION LED 15.6" 3840X2160 PIXELES
26348;PANTALLA;1693280;PANTALLA: LCD CON RETROILUMINACION LED 17.3" 1600X900 PIXELES
26348;PANTALLA;1693281;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 14.0" 1920X1080 PIXELES
26348;PANTALLA;3137219;PANTALLA: LCD CON RETROILUMINACION LED 14.5" 1920X1200 PIXELES
26348;PANTALLA;2561488;PANTALLA: LCD CON RETROILUMINACION LED 17.3" 2560X1440 PIXELES
26348;PANTALLA;1780245;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 16.0" 3840X2400 PIXELES
26348;PANTALLA;3970848;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 14.0" 1920X1200 PIXELES
26348;PANTALLA;3970877;PANTALLA: LCD CON RETROILUMINACION LED 14.0" 2880X1800 PIXELES
26348;PANTALLA;3970840;PANTALLA: LCD CON RETROILUMINACION LED TACTIL 16.0" 1920X1200 PIXELES
26348;PANTALLA;1745592;PANTALLA: LCD CON RETROILUMINACION LED 16.0" 3840X2400 PIXELES
26348;PANTALLA;1925558;PANTALLA: LCD CON RETROILUMINACION LED DE 15.6" 2560X1440 PIXELES
26349;CONECTIVIDAD_LAN;1693282;LAN: NO
26349;CONECTIVIDAD_LAN;1693283;LAN: SI
26350;CONECTIVIDAD_WLAN;1693284;WLAN: SI
26351;CONECTIVIDAD_BLUETOOTH;1693285;BLUETOOTH: SI
26352;VIDEO_VGA;1693286;VGA: SI
26352;VIDEO_VGA;1693287;VGA: NO
26353;VIDEO_HDMI;1693288;HDMI: NO
26353;VIDEO_HDMI;1693289;HDMI: SI
26354;SISTEMA_OPERATIVO;1693290;SIST. OPER: WINDOWS 10 HOME 64 BITS ESPAÑOL
26354;SISTEMA_OPERATIVO;1693291;SIST. OPER: WINDOWS 11 HOME 64 BITS ESPAÑOL
