Categ;TípoProd;CodProd;DescProd;TipoGen;Caract
CP;SUITE OFIMATICA;1680233;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2021;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2021
CP;SUITE OFIMATICA;1680234;SUITE OFIMATICA: LIBREOFFICE 7.1;SUITE OFIMATICA;LIBREOFFICE 7.1
CP;SUITE OFIMATICA;1680235;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2021;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2021
CP;SUITE OFIMATICA;1680236;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2021;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2021
CP;SUITE OFIMATICA;1680237;SUITE OFIMATICA: LIBREOFFICE 6.0;SUITE OFIMATICA;LIBREOFFICE 6.0
CP;SUITE OFIMATICA;1680238;SUITE OFIMATICA: NO;SUITE OFIMATICA;NO
CP;SUITE OFIMATICA;1680239;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2016;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2016
CP;SUITE OFIMATICA;1680240;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2016;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2016
CP;SUITE OFIMATICA;1680241;SUITE OFIMATICA: OFFICE LTSC 2021;SUITE OFIMATICA;OFFICE LTSC 2021
CP;SUITE OFIMATICA;1680242;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2019;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2019
CP;SUITE OFIMATICA;1680243;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2021;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2021
CP;SUITE OFIMATICA;1680245;SUITE OFIMATICA: LIBREOFFICE 7.0;SUITE OFIMATICA;LIBREOFFICE 7.0
CP;SUITE OFIMATICA;2906899;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2024;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2024
CP;BATERIA;1680060;BATERIA: LI-PO 2 CELDAS;BATERIA;LI-PO 2 CELDAS
CP;BATERIA;1680061;BATERIA: LI-ON 10 CELDAS;BATERIA;LI-ON 10 CELDAS
CP;BATERIA;1680062;BATERIA: LI-ION 10 CELDAS;BATERIA;LI-ION 10 CELDAS
CP;BATERIA;1680063;BATERIA: LI-ION 2 CELDAS;BATERIA;LI-ION 2 CELDAS
CP;BATERIA;1680064;BATERIA: LI-ION 3 CELDAS;BATERIA;LI-ION 3 CELDAS
CP;BATERIA;1680065;BATERIA: LI-ION 4 CELDAS;BATERIA;LI-ION 4 CELDAS
CP;BATERIA;1680066;BATERIA: LI-ION 6 CELDAS;BATERIA;LI-ION 6 CELDAS
CP;BATERIA;1680067;BATERIA: LI-ION 8 CELDAS;BATERIA;LI-ION 8 CELDAS
CP;BATERIA;1680068;BATERIA: LI-PO 3 CELDAS;BATERIA;LI-PO 3 CELDAS
CP;BATERIA;1680069;BATERIA: LI-PO 6 CELDAS;BATERIA;LI-PO 6 CELDAS
CP;BATERIA;1680070;BATERIA: LI-ON 9 CELDAS;BATERIA;LI-ON 9 CELDAS
CP;BATERIA;1680071;BATERIA: LI-PO 4 CELDAS;BATERIA;LI-PO 4 CELDAS
CP;BATERIA;1680072;BATERIA: LI-ION 7 CELDAS;BATERIA;LI-ION 7 CELDAS
CP;G. F;1680246;G. F: 60 MESES ON-SITE;G. F;60 MESES ON-SITE
CP;G. F;1680247;G. F: 12 MESES ON-SITE;G. F;12 MESES ON-SITE
CP;G. F;1680248; G. F: 36 MESES ON-SITE;G. F;36 MESES ON-SITE
CP;G. F;1680249;G. F: 36 MESES ON-SITE;G. F;36 MESES ON-SITE
CP;G. F;1680250;G. F: 48 MESES CARRY-IN;G. F;48 MESES CARRY-IN
CP;G. F;1680251;G. F: 36 MESES CARRY-IN;G. F;36 MESES CARRY-IN
CP;G. F;1680252;G. F: 24 MESES ON-SITE;G. F;24 MESES ON-SITE
CP;G. F;1680253;G. F: 24 MESES CARRY-IN;G. F;24 MESES CARRY-IN
CP;G. F;1680254;G. F: 48 MESES ON-SITE;G. F;48 MESES ON-SITE
CP;G. F;1680255;G. F: 60 MESES CARRY-IN;G. F;60 MESES CARRY-IN
CP;G. F;1680256;G. F: 18 MESES ON-SITE;G. F;18 MESES ON-SITE
CP;G. F;1680257;G. F: 12 MESES CARRY-IN;G. F;12 MESES CARRY-IN
CP;Comp/Ads;1693098;CD CON SOFTWARE;Complemento;CD CON SOFTWARE
CP;Comp/Ads;1693099;CABLE DE PODER;Complemento;CABLE DE PODER
CP;Comp/Ads;1693100;MANUAL;Complemento;MANUAL
CP;Comp/Ads;1693101;ADAPTADOR AC SMART DE 90 WATT;Complemento;ADAPTADOR AC SMART DE 90 WATT
CP;Comp/Ads;1693102;ADAPTADOR AC DE 45W NPFC;Complemento;ADAPTADOR AC DE 45W NPFC
CP;Comp/Ads;1693103;ADAPTADOR AC SMART DE 45 WATT;Complemento;ADAPTADOR AC SMART DE 45 WATT
CP;Comp/Ads;1693104;ADAPTADOR AC SMART DE 65 WATT;Complemento;ADAPTADOR AC SMART DE 65 WATT
CP;Comp/Ads;1693105;ADAPTADOR AC DE 150 WATT;Complemento;ADAPTADOR AC DE 150 WATT
CP;Comp/Ads;1693106;ADAPTADOR USB-C A HDMI;Complemento;ADAPTADOR USB-C A HDMI
CP;Comp/Ads;1693107;ADAPTADOR AC USB - TIPO C;Complemento;ADAPTADOR AC USB - TIPO C
CP;Comp/Ads;1693108;ADAPTADOR AC EXTERNO DE 120 WATT;Complemento;ADAPTADOR AC EXTERNO DE 120 WATT
CP;Comp/Ads;1693109;ADAPTADOR AC EXTERNO DE 135 WATT;Complemento;ADAPTADOR AC EXTERNO DE 135 WATT
CP;Comp/Ads;1693110;ADAPTADOR AC DE 65W 3 PIN;Complemento;ADAPTADOR AC DE 65W 3 PIN
CP;Comp/Ads;1693111;ADAPTADOR USB 3.0 TIPO C - JACK RJ45;Complemento;ADAPTADOR USB 3.0 TIPO C - JACK RJ45
CP;Comp/Ads;1693112;ADAPTADOR AC EXTERNO DE 230 WATT;Complemento;ADAPTADOR AC EXTERNO DE 230 WATT
CP;Comp/Ads;1693113;ADAPTADOR AC EXTERNO DE 180 WATT;Complemento;ADAPTADOR AC EXTERNO DE 180 WATT
CP;Comp/Ads;1693114;ADAPTADOR AC DE 36 WATT;Complemento;ADAPTADOR AC DE 36 WATT
CP;Comp/Ads;1693115;ADAPTADOR AC DE 24 WATT;Complemento;ADAPTADOR AC DE 24 WATT
CP;Comp/Ads;1693116;ADAPTADOR HDMI A VGA;Complemento;ADAPTADOR HDMI A VGA
CP;Comp/Ads;1693117;Adaptador AC /DC DE 57 WATT;Complemento;ADAPTADOR AC /DC DE 57 WATT
CP;Comp/Ads;1693118;ADAPTADOR MICROHDMI A JACK RJ45;Complemento;ADAPTADOR MICROHDMI A JACK RJ45
ET;PROCESADOR;2625899;PROCESADOR: 2 X INTEL XEON GOLD 6426Y;PROCESADOR;2 X INTEL XEON GOLD 6426Y
ET;PROCESADOR;2625903;PROCESADOR: 2 X INTEL XEON GOLD 5415+;PROCESADOR;2 X INTEL XEON GOLD 5415+
ET;PROCESADOR;2892987;PROCESADOR: INTEL CORE I9-14900F;PROCESADOR;INTEL CORE I9-14900F
ET;PROCESADOR;1974133;PROCESADOR: 2 X INTEL XEON GOLD 6442Y;PROCESADOR;2 X INTEL XEON GOLD 6442Y
ET;PROCESADOR;2489426;PROCESADOR: INTEL CORE I5-14600K;PROCESADOR;INTEL CORE I5-14600K
ET;PROCESADOR;2489427;PROCESADOR: INTEL CORE I7-14700K;PROCESADOR;INTEL CORE I7-14700K
ET;PROCESADOR;2489428;PROCESADOR: INTEL CORE I9-14900K;PROCESADOR;INTEL CORE I9-14900K
ET;PROCESADOR;1925517;PROCESADOR: INTEL XEON W9-3475X;PROCESADOR;INTEL XEON W9-3475X
ET;PROCESADOR;1744503;PROCESADOR: INTEL CORE I7-13700;PROCESADOR;INTEL CORE I7-13700
ET;PROCESADOR;1744499;PROCESADOR: INTEL CORE I5-13400;PROCESADOR;INTEL CORE I5-13400
ET;PROCESADOR;1744509;PROCESADOR: INTEL CORE I9-13900KF;PROCESADOR;INTEL CORE I9-13900KF
ET;PROCESADOR;1997685;PROCESADOR: 2 X INTEL XEON SILVER 4410Y;PROCESADOR;2 X INTEL XEON SILVER 4410Y
ET;PROCESADOR;2564536;PROCESADOR: INTEL CORE I5-14400;PROCESADOR;INTEL CORE I5-14400
ET;PROCESADOR;1925513;PROCESADOR: INTEL XEON W7-3455;PROCESADOR;INTEL XEON W7-3455
ET;PROCESADOR;2564539;PROCESADOR: INTEL CORE I7-14700;PROCESADOR;INTEL CORE I7-14700
ET;PROCESADOR;1956392;PROCESADOR: INTEL CORE I5-13600;PROCESADOR;INTEL CORE I5-13600
ET;PROCESADOR;1925505;PROCESADOR: INTEL XEON W5-3425;PROCESADOR;INTEL XEON W5-3425
ET;PROCESADOR;1925511;PROCESADOR: INTEL XEON W7-3465X;PROCESADOR;INTEL XEON W7-3465X
ET;PROCESADOR;2553738;PROCESADOR: INTEL XEON W7-2495X;PROCESADOR;INTEL XEON W7-2495X
ET;PROCESADOR;2553749;PROCESADOR: AMD RYZEN THREADRIPPER PRO 7945WX;PROCESADOR;AMD RYZEN THREADRIPPER PRO 7945WX
ET;PROCESADOR;2553750;PROCESADOR: AMD RYZEN THREADRIPPER PRO 7965WX;PROCESADOR;AMD RYZEN THREADRIPPER PRO 7965WX
ET;PROCESADOR;1664661;PROCESADOR: 2 x INTEL XEON PLATINUM 8260;PROCESADOR;2 x INTEL XEON PLATINUM 8260
ET;PROCESADOR;1664662;PROCESADOR: INTEL CORE I7-12700K;PROCESADOR;INTEL CORE I7-12700K
ET;PROCESADOR;1664663;PROCESADOR: INTEL CORE I7-12700KF;PROCESADOR;INTEL CORE I7-12700KF
ET;PROCESADOR;1664664;PROCESADOR: INTEL XEON E-2314;PROCESADOR;INTEL XEON E-2314
ET;PROCESADOR;1664665;PROCESADOR: INTEL XEON E-2334;PROCESADOR;INTEL XEON E-2334
ET;PROCESADOR;1664666;PROCESADOR: INTEL XEON E-2336;PROCESADOR;INTEL XEON E-2336
ET;PROCESADOR;1664667;PROCESADOR: INTEL XEON E-2378;PROCESADOR;INTEL XEON E-2378
ET;PROCESADOR;1664668;PROCESADOR: INTEL CORE I9-12900K;PROCESADOR;INTEL CORE I9-12900K
ET;PROCESADOR;1664669;PROCESADOR: INTEL XEON E-2388G;PROCESADOR;INTEL XEON E-2388G
ET;PROCESADOR;1664670;PROCESADOR: INTEL XEON GOLD 5320;PROCESADOR;INTEL XEON GOLD 5320
ET;PROCESADOR;1664671;PROCESADOR: INTEL XEON GOLD 6330;PROCESADOR;INTEL XEON GOLD 6330
ET;PROCESADOR;1664672;PROCESADOR: INTEL XEON GOLD 6338;PROCESADOR;INTEL XEON GOLD 6338
ET;PROCESADOR;1664673;PROCESADOR: INTEL XEON GOLD 6338T;PROCESADOR;INTEL XEON GOLD 6338T
ET;PROCESADOR;1664674;PROCESADOR: INTEL CORE I9-12900KF;PROCESADOR;INTEL CORE I9-12900KF
ET;PROCESADOR;1664675;PROCESADOR: INTEL XEON E-2374G;PROCESADOR;INTEL XEON E-2374G
ET;PROCESADOR;1664676;PROCESADOR: INTEL XEON E-2386G;PROCESADOR;INTEL XEON E-2386G
ET;PROCESADOR;1664677;PROCESADOR: INTEL CORE I9-12900;PROCESADOR;INTEL CORE I9-12900
ET;PROCESADOR;1664678;PROCESADOR: INTEL CORE I7-12700;PROCESADOR;INTEL CORE I7-12700
ET;PROCESADOR;1664680;PROCESADOR: INTEL CORE I9-12900KS;PROCESADOR;INTEL CORE I9-12900KS
ET;PROCESADOR;1664681;PROCESADOR: INTEL CORE I3-10105;PROCESADOR;INTEL CORE I3-10105
ET;PROCESADOR;1664682;PROCESADOR: AMD RYZEN 5 4600G;PROCESADOR;AMD RYZEN 5 4600G
ET;PROCESADOR;1664683;PROCESADOR: AMD Ryzen 7 Pro 5845;PROCESADOR;AMD Ryzen 7 Pro 5845
ET;PROCESADOR;1664684;PROCESADOR: AMD Ryzen 3 Pro 4350G;PROCESADOR;AMD Ryzen 3 Pro 4350G
ET;PROCESADOR;1664685;PROCESADOR: AMD Ryzen 9 Pro 5945;PROCESADOR;AMD Ryzen 9 Pro 5945
ET;PROCESADOR;1664686;PROCESADOR: AMD Ryzen 5 Pro 5645;PROCESADOR;AMD Ryzen 5 Pro 5645
ET;PROCESADOR;1664687;PROCESADOR: INTEL XEON GOLD 6226;PROCESADOR;INTEL XEON GOLD 6226
ET;PROCESADOR;1664688;PROCESADOR: INTEL XEON SILVER 431;PROCESADOR;INTEL XEON SILVER 431
ET;PROCESADOR;1664689;PROCESADOR: INTEL XEON SILVER 4314;PROCESADOR;INTEL XEON SILVER 4314
ET;PROCESADOR;1664691;PROCESADOR: INTEL XEON W-1290;PROCESADOR;INTEL XEON W-1290
ET;PROCESADOR;1664692;PROCESADOR: INTEL CORE I9-10900;PROCESADOR;INTEL CORE I9-10900
ET;PROCESADOR;1664693;PROCESADOR: INTEL CORE i9-11900;PROCESADOR;INTEL CORE i9-11900
ET;PROCESADOR;1664694;PROCESADOR: INTEL CORE i9-11900F;PROCESADOR;INTEL CORE i9-11900F
ET;PROCESADOR;1664695;PROCESADOR: INTEL CORE i9-11900KF;PROCESADOR;INTEL CORE i9-11900KF
ET;PROCESADOR;1664696;PROCESADOR: INTEL CORE i7-11700F;PROCESADOR;INTEL CORE i7-11700F
ET;PROCESADOR;1664697;PROCESADOR: INTEL CORE i5-11400;PROCESADOR;INTEL CORE i5-11400
ET;PROCESADOR;1664698;PROCESADOR: INTEL CORE i5-11400F;PROCESADOR;INTEL CORE i5-11400F
ET;PROCESADOR;1664699;PROCESADOR: INTEL CORE I7-10700K;PROCESADOR;INTEL CORE I7-10700K
ET;PROCESADOR;1664700;PROCESADOR: INTEL CORE I5-10600;PROCESADOR;INTEL CORE I5-10600
ET;PROCESADOR;1664701;PROCESADOR: INTEL CORE I9-10920X;PROCESADOR;INTEL CORE I9-10920X
ET;PROCESADOR;1664702;PROCESADOR: INTEL CORE I9-10900K;PROCESADOR;INTEL CORE I9-10900K
ET;PROCESADOR;1664703;PROCESADOR: INTEL CORE I5-10500;PROCESADOR;INTEL CORE I5-10500
ET;PROCESADOR;1664704;PROCESADOR: INTEL XEON W-10855M;PROCESADOR;INTEL XEON W-10855M
ET;PROCESADOR;1664705;PROCESADOR: INTEL CORE I5-8365U;PROCESADOR;INTEL CORE I5-8365U
ET;PROCESADOR;1664706;PROCESADOR: INTEL CORE I3-9100;PROCESADOR;INTEL CORE I3-9100
ET;PROCESADOR;1664707;PROCESADOR: 2 X INTEL XEON GOLD 6248R;PROCESADOR;2 X INTEL XEON GOLD 6248R
ET;PROCESADOR;1664708;PROCESADOR: INTEL CORE I7-10700;PROCESADOR;INTEL CORE I7-10700
ET;PROCESADOR;1664709;PROCESADOR: INTEL XEON W-1250;PROCESADOR;INTEL XEON W-1250
ET;PROCESADOR;1664710;PROCESADOR: INTEL CORE I5-10400;PROCESADOR;INTEL CORE I5-10400
ET;PROCESADOR;1664711;PROCESADOR: INTEL XEON W-1270;PROCESADOR;INTEL XEON W-1270
ET;PROCESADOR;1664712;PROCESADOR: AMD RYZEN THREADRIPPER PRO 3975WX;PROCESADOR;AMD RYZEN THREADRIPPER PRO 3975WX
ET;PROCESADOR;1664713;PROCESADOR: AMD RYZEN THREADRIPPER PRO 3955WX;PROCESADOR;AMD RYZEN THREADRIPPER PRO 3955WX
ET;PROCESADOR;1664714;PROCESADOR: AMD RYZEN THREADRIPPER PRO 3945WX;PROCESADOR;AMD RYZEN THREADRIPPER PRO 3945WX
ET;PROCESADOR;1664715;PROCESADOR: INTEL XEON W-2235;PROCESADOR;INTEL XEON W-2235
ET;PROCESADOR;1664716;PROCESADOR: 2 X INTEL XEON SILVER 4216;PROCESADOR;2 X INTEL XEON SILVER 4216
ET;PROCESADOR;1664717;PROCESADOR: 2 X INTEL XEON Silver 4208;PROCESADOR;2 X INTEL XEON Silver 4208
ET;PROCESADOR;1744500;PROCESADOR: INTEL CORE I5-13400F;PROCESADOR;INTEL CORE I5-13400F
ET;PROCESADOR;1744506;PROCESADOR: INTEL CORE I7-13700KF;PROCESADOR;INTEL CORE I7-13700KF
ET;PROCESADOR;1744508;PROCESADOR: INTEL CORE I9-13900K;PROCESADOR;INTEL CORE I9-13900K
ET;PROCESADOR;1664718;PROCESADOR: AMD Ryzen THREADRIPPER 3990X;PROCESADOR;AMD Ryzen THREADRIPPER 3990X
ET;PROCESADOR;1664719;PROCESADOR: INTEL XEON W-2225;PROCESADOR;INTEL XEON W-2225
ET;PROCESADOR;1664720;PROCESADOR: 2 X INTEL XEON SILVER 4210R;PROCESADOR;2 X INTEL XEON SILVER 4210R
ET;PROCESADOR;1664721;PROCESADOR: INTEL XEON W-2245;PROCESADOR;INTEL XEON W-2245
ET;PROCESADOR;1664722;PROCESADOR: INTEL XEON SILVER 4210R;PROCESADOR;INTEL XEON SILVER 4210R
ET;PROCESADOR;1664723;PROCESADOR: INTEL XEON SILVER 4310;PROCESADOR;INTEL XEON SILVER 4310
ET;PROCESADOR;1664724;PROCESADOR: 2 X INTEL XEON SILVER 4310;PROCESADOR;2 X INTEL XEON SILVER 4310
ET;PROCESADOR;1664725;PROCESADOR: INTEL CORE i5-12600;PROCESADOR;INTEL CORE i5-12600
ET;PROCESADOR;1664726;PROCESADOR: INTEL XEON W-1350;PROCESADOR;INTEL XEON W-1350
ET;PROCESADOR;1664727;PROCESADOR: INTEL XEON E-2378G;PROCESADOR;INTEL XEON E-2378G
ET;PROCESADOR;1664728;PROCESADOR: INTEL XEON GOLD 6342;PROCESADOR;INTEL XEON GOLD 6342
ET;PROCESADOR;1664729;PROCESADOR: INTEL XEON E-2324G;PROCESADOR;INTEL XEON E-2324G
ET;PROCESADOR;1664730;PROCESADOR: INTEL XEON E-2356G;PROCESADOR;INTEL XEON E-2356G
ET;PROCESADOR;1664731;PROCESADOR: INTEL CORE i7-11700;PROCESADOR;INTEL CORE i7-11700
ET;PROCESADOR;1664732;PROCESADOR: INTEL CORE i7-11700KF;PROCESADOR;INTEL CORE i7-11700KF
ET;PROCESADOR;1664733;PROCESADOR: INTEL CORE i9-11900K;PROCESADOR;INTEL CORE i9-11900K
ET;PROCESADOR;1664734;PROCESADOR: INTEL CORE i7-11700K;PROCESADOR;INTEL CORE i7-11700K
ET;PROCESADOR;1664735;PROCESADOR: INTEL CORE I3-10300;PROCESADOR;INTEL CORE I3-10300
ET;PROCESADOR;1664736;PROCESADOR: INTEL XEON W-1370;PROCESADOR;INTEL XEON W-1370
ET;PROCESADOR;1664737;PROCESADOR: INTEL XEON W-1390;PROCESADOR;INTEL XEON W-1390
ET;PROCESADOR;1664738;PROCESADOR: 2 X INTEL XEON GOLD 6240R;PROCESADOR;2 X INTEL XEON GOLD 6240R
ET;PROCESADOR;1664739;PROCESADOR: 2 X INTEL XEON GOLD 5220R;PROCESADOR;2 X INTEL XEON GOLD 5220R
ET;PROCESADOR;1664740;PROCESADOR: INTEL XEON GOLD 6240R;PROCESADOR;INTEL XEON GOLD 6240R
ET;PROCESADOR;1664741;PROCESADOR: INTEL XEON GOLD 5220R;PROCESADOR;INTEL XEON GOLD 5220R
ET;PROCESADOR;1664742;PROCESADOR: INTEL XEON SILVER 4214R;PROCESADOR;INTEL XEON SILVER 4214R
ET;PROCESADOR;1664743;PROCESADOR: 2 X INTEL XEON SILVER 4214R;PROCESADOR;2 X INTEL XEON SILVER 4214R
ET;PROCESADOR;1664744;PROCESADOR: INTEL XEON SILVER 4215R;PROCESADOR;INTEL XEON SILVER 4215R
ET;PROCESADOR;1664745;PROCESADOR: 2 X INTEL XEON SILVER 4215R;PROCESADOR;2 X INTEL XEON SILVER 4215R
ET;PROCESADOR;1664746;PROCESADOR: INTEL CORE I7-10610U;PROCESADOR;INTEL CORE I7-10610U
ET;PROCESADOR;1664747;PROCESADOR: INTEL XEON E-2278G;PROCESADOR;INTEL XEON E-2278G
ET;PROCESADOR;1664748;PROCESADOR: INTEL CORE I5-9500;PROCESADOR;INTEL CORE I5-9500
ET;PROCESADOR;1664750;PROCESADOR: INTEL CORE I7-9850H;PROCESADOR;INTEL CORE I7-9850H
ET;PROCESADOR;1664751;PROCESADOR: INTEL XEON E-2286M;PROCESADOR;INTEL XEON E-2286M
ET;PROCESADOR;1664752;PROCESADOR: INTEL XEON Silver 4208;PROCESADOR;INTEL XEON Silver 4208
ET;PROCESADOR;1664753;PROCESADOR: INTEL CORE I5-9700;PROCESADOR;INTEL CORE I5-9700
ET;PROCESADOR;1664754;PROCESADOR: INTEL CORE I5-9400F;PROCESADOR;INTEL CORE I5-9400F
ET;PROCESADOR;1664755;PROCESADOR: INTEL CORE I9-9900X;PROCESADOR;INTEL CORE I9-9900X
ET;PROCESADOR;1664756;PROCESADOR: INTEL XEON Silver 4216;PROCESADOR;INTEL XEON Silver 4216
ET;PROCESADOR;1664757;PROCESADOR: INTEL XEON E-2244G;PROCESADOR;INTEL XEON E-2244G
ET;PROCESADOR;1664758;PROCESADOR: INTEL CORE I7-9700;PROCESADOR;INTEL CORE I7-9700
ET;PROCESADOR;1664759;PROCESADOR: 2 X INTEL XEON GOLD 5218;PROCESADOR;2 X INTEL XEON GOLD 5218
ET;PROCESADOR;1664760;PROCESADOR: INTEL XEON 5218;PROCESADOR;INTEL XEON 5218
ET;PROCESADOR;1664761;PROCESADOR: INTEL XEON E-2174G;PROCESADOR;INTEL XEON E-2174G
ET;PROCESADOR;1664762;PROCESADOR: INTEL CORE I5-9400;PROCESADOR;INTEL CORE I5-9400
ET;PROCESADOR;1664763;PROCESADOR: 2 X INTEL XEON Silver 4110;PROCESADOR;2 X INTEL XEON Silver 4110
ET;PROCESADOR;1664764;PROCESADOR: 2 X INTEL XEON GOLD 6140;PROCESADOR;2 X INTEL XEON GOLD 6140
ET;PROCESADOR;1664765;PROCESADOR: INTEL XEON GOLD 6132;PROCESADOR;INTEL XEON GOLD 6132
ET;PROCESADOR;1664766;PROCESADOR: INTEL XEON GOLD 5120;PROCESADOR;INTEL XEON GOLD 5120
ET;PROCESADOR;1664767;PROCESADOR: INTEL XEON Silver 4112;PROCESADOR;INTEL XEON Silver 4112
ET;PROCESADOR;1664768;PROCESADOR: 2 X INTEL XEON GOLD 6128;PROCESADOR;2 X INTEL XEON GOLD 6128
ET;PROCESADOR;1664769;PROCESADOR: INTEL XEON GOLD 6122;PROCESADOR;INTEL XEON GOLD 6122
ET;PROCESADOR;1664770;PROCESADOR: INTEL XEON GOLD 6150;PROCESADOR;INTEL XEON GOLD 6150
ET;PROCESADOR;1664771;PROCESADOR: 2 X INTEL XEON GOLD 6144;PROCESADOR;2 X INTEL XEON GOLD 6144
ET;PROCESADOR;1664772;PROCESADOR: INTEL XEON E-2186;PROCESADOR;INTEL XEON E-2186
ET;PROCESADOR;1664773;PROCESADOR: 2 X INTEL XEON Silver 4112;PROCESADOR;2 X INTEL XEON Silver 4112
ET;PROCESADOR;1664774;PROCESADOR: INTEL XEON E-2133;PROCESADOR;INTEL XEON E-2133
ET;PROCESADOR;1664775;PROCESADOR: INTEL XEON E-2125;PROCESADOR;INTEL XEON E-2125
ET;PROCESADOR;1664776;PROCESADOR: INTEL XEON E-2104;PROCESADOR;INTEL XEON E-2104
ET;PROCESADOR;1664777;PROCESADOR: INTEL XEON PLATINUM 8160;PROCESADOR;INTEL XEON PLATINUM 8160
ET;PROCESADOR;1664778;PROCESADOR: INTEL XEON GOLD 6140;PROCESADOR;INTEL XEON GOLD 6140
ET;PROCESADOR;1664779;PROCESADOR: INTEL XEON E-2124;PROCESADOR;INTEL XEON E-2124
ET;PROCESADOR;1664780;PROCESADOR: 2 X INTEL XEON GOLD 6150;PROCESADOR;2 X INTEL XEON GOLD 6150
ET;PROCESADOR;1664781;PROCESADOR: 2 X INTEL XEON PLATINUM 8160;PROCESADOR;2 X INTEL XEON PLATINUM 8160
ET;PROCESADOR;1664782;PROCESADOR: INTEL XEON GOLD 6144;PROCESADOR;INTEL XEON GOLD 6144
ET;PROCESADOR;1664783;PROCESADOR: 2 X INTEL XEON GOLD 6132;PROCESADOR;2 X INTEL XEON GOLD 6132
ET;PROCESADOR;1664784;PROCESADOR: 2 X INTEL XEON GOLD 6122;PROCESADOR;2 X INTEL XEON GOLD 6122
ET;PROCESADOR;1664785;PROCESADOR: INTEL CORE I9-9980XE;PROCESADOR;INTEL CORE I9-9980XE
ET;PROCESADOR;1664787;PROCESADOR: INTEL CORE I9-9900K;PROCESADOR;INTEL CORE I9-9900K
ET;PROCESADOR;1664788;PROCESADOR: 2 X INTEL XEON Silver 4114;PROCESADOR;2 X INTEL XEON Silver 4114
ET;PROCESADOR;1664789;PROCESADOR: INTEL CORE I7-9800X;PROCESADOR;INTEL CORE I7-9800X
ET;PROCESADOR;1664790;PROCESADOR: AMD Ryzen 7 PRO 2700;PROCESADOR;AMD Ryzen 7 PRO 2700
ET;PROCESADOR;1664792;PROCESADOR: INTEL CORE I9-10900T;PROCESADOR;INTEL CORE I9-10900T
ET;PROCESADOR;1664793;PROCESADOR: INTEL XEON 3204;PROCESADOR;INTEL XEON 3204
ET;PROCESADOR;1664794;PROCESADOR: INTEL CORE I7-9700K;PROCESADOR;INTEL CORE I7-9700K
ET;PROCESADOR;1664795;PROCESADOR: INTEL CORE I9-9900;PROCESADOR;INTEL CORE I9-9900
ET;PROCESADOR;1664796;PROCESADOR: INTEL CORE I7-10700T;PROCESADOR;INTEL CORE I7-10700T
ET;PROCESADOR;1664797;PROCESADOR: INTEL XEON E-2246G;PROCESADOR;INTEL XEON E-2246G
ET;PROCESADOR;1664798;PROCESADOR: INTEL XEON W-1250P;PROCESADOR;INTEL XEON W-1250P
ET;PROCESADOR;1664799;PROCESADOR: INTEL CORE I9-10980XE;PROCESADOR;INTEL CORE I9-10980XE
ET;PROCESADOR;1664800;PROCESADOR: INTEL CORE I9-10900X;PROCESADOR;INTEL CORE I9-10900X
ET;PROCESADOR;1664801;PROCESADOR: INTEL CORE I9-9920X;PROCESADOR;INTEL CORE I9-9920X
ET;PROCESADOR;1664802;PROCESADOR: 2 X INTEL XEON Silver 4114T;PROCESADOR;2 X INTEL XEON Silver 4114T
ET;PROCESADOR;1664803;PROCESADOR: INTEL XEON E-2224G;PROCESADOR;INTEL XEON E-2224G
ET;PROCESADOR;1664804;PROCESADOR: INTEL XEON Silver Processor 4210;PROCESADOR;INTEL XEON Silver Processor 4210
ET;PROCESADOR;1664805;PROCESADOR: INTEL XEON PLATINUM 8276;PROCESADOR;INTEL XEON PLATINUM 8276
ET;PROCESADOR;1664806;PROCESADOR: AMD Ryzen THREADRIPPER 3960X;PROCESADOR;AMD Ryzen THREADRIPPER 3960X
ET;PROCESADOR;1664807;PROCESADOR: AMD Ryzen 9 3950X;PROCESADOR;AMD Ryzen 9 3950X
ET;PROCESADOR;1664808;PROCESADOR: 2 X INTEL XEON PLATINUM 8276;PROCESADOR;2 X INTEL XEON PLATINUM 8276
ET;PROCESADOR;1664809;PROCESADOR: INTEL XEON Silver Processor 4214;PROCESADOR;INTEL XEON Silver Processor 4214
