Categ;TípoProd;CodProd;DescProd;TipoGen;Caract
CE;SIST. OPER;1597990;SIST. OPER: WINDOWS 8 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8 PRO 64 BITS ESPAÑOL
CE;SIST. OPER;1597079;SIST. OPER: WINDOWS 8 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8 PRO 64 BITS ESPAÑOL
CE;SIST. OPER;1597968;SIST. OPER: WINDOWS 8 SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8 SL 64 BITS ESPAÑOL
CE;SIST. OPER;1597972;SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 64 BITS ESPAÑOL
CE;SIST. OPER;1597086;SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 64 BITS ESPAÑOL
CE;SIST. OPER;1597964;SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 PRO 64 BITS ESPAÑOL
CE;SIST. OPER;1597072;SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 PRO 64 BITS ESPAÑOL
CE;SIST. OPER;1597979;SIST. OPER: WINDOWS 8.1 SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 SL 64 BITS ESPAÑOL
CE;SIST. OPER;1597088;SIST. OPER: WINDOWS 8.1 SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 SL 64 BITS ESPAÑOL
CE;SIST. OPER;1597963;SIST. OPER: WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL
CE;SIST. OPER;1597071;SIST. OPER: WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL
CE;SIST. OPER;1597078;SIST. OPER: WINDOWS EMBEDDED STANDAR 7 32 BITS ESPAÑOL;SIST. OPER.;WINDOWS EMBEDDED STANDAR 7 32 BITS ESPAÑOL
CE;SIST. OPER;1597069;SIST. OPER: WINDOWS EMBEDDED STANDAR 8 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS EMBEDDED STANDAR 8 64 BITS ESPAÑOL
CE;SIST. OPER;1597089;SIST. OPER: WINDOWS IoT 10 ENTERPRISE;SIST. OPER.;WINDOWS IoT 10 ENTERPRISE
CP;PROCESADOR;2823187;PROCESADOR: AMD RYZEN 7 7840U;PROCESADOR;AMD RYZEN 7 7840U
CP;PROCESADOR;2142101;PROCESADOR: INTEL CORE I5-1334U;PROCESADOR;INTEL CORE I5-1334U
CP;PROCESADOR;2129359;PROCESADOR: INTEL CORE I5-1350P;PROCESADOR;INTEL CORE I5-1350P
CP;PROCESADOR;1752974;PROCESADOR: INTEL CORE I5-1335U;PROCESADOR;INTEL CORE I5-1335U
CP;PROCESADOR;2561425;PROCESADOR: INTEL CORE N100;PROCESADOR;INTEL CORE N100
CP;PROCESADOR;1724482;PROCESADOR: AMD RYZEN 7 PRO 5875U;PROCESADOR;AMD RYZEN 7 PRO 5875U
CP;PROCESADOR;1838454;PROCESADOR: AMD RYZEN 7 PRO 7730U;PROCESADOR;AMD RYZEN 7 PRO 7730U
CP;PROCESADOR;1838460;PROCESADOR: INTEL CORE I7-1365U;PROCESADOR;INTEL CORE I7-1365U
CP;PROCESADOR;2747151;PROCESADOR: INTEL CORE ULTRA 5 125H;PROCESADOR;INTEL CORE ULTRA 5 125H
CP;PROCESADOR;2747155;PROCESADOR: INTEL CORE ULTRA 5 135U;PROCESADOR;INTEL CORE ULTRA 5 135U
CP;PROCESADOR;2747162;PROCESADOR: INTEL CORE ULTRA 7 155H;PROCESADOR;INTEL CORE ULTRA 7 155H
CP;PROCESADOR;2747165;PROCESADOR: INTEL CORE ULTRA 7 155U;PROCESADOR;INTEL CORE ULTRA 7 155U
CP;PROCESADOR;1782514;PROCESADOR: INTEL CORE I7-1355U;PROCESADOR;INTEL CORE I7-1355U
CP;PROCESADOR;2745886;PROCESADOR: INTEL CORE ULTRA 7 165U;PROCESADOR;INTEL CORE ULTRA 7 165U
CP;PROCESADOR;2034115;PROCESADOR: AMD RYZEN 7 7730U;PROCESADOR;AMD RYZEN 7 7730U
CP;PROCESADOR;1679503;PROCESADOR : AMD 3015e;PROCESADOR;AMD 3015e
CP;PROCESADOR;1679504;PROCESADOR : AMD Ryzen 3 5425U;PROCESADOR;AMD Ryzen 3 5425U
CP;PROCESADOR;1679505;PROCESADOR : AMD Ryzen 5 5625U;PROCESADOR;AMD Ryzen 5 5625U
CP;PROCESADOR;1679506;PROCESADOR : AMD Ryzen 7 5825U;PROCESADOR;AMD Ryzen 7 5825U
CP;PROCESADOR;1679507;PROCESADOR: INTEL CORE I5-1135G7;PROCESADOR;INTEL CORE I5-1135G7
CP;PROCESADOR;1679508;PROCESADOR: INTEL CORE I5-1235U;PROCESADOR;INTEL CORE I5-1235U
CP;PROCESADOR;1679509;PROCESADOR: INTEL CORE I7-1255U;PROCESADOR;INTEL CORE I7-1255U
CP;PROCESADOR;1679510;PROCESADOR: INTEL CORE I7-1265U;PROCESADOR;INTEL CORE I7-1265U
CP;PROCESADOR;1679511;PROCESADOR: INTEL CORE I5-1245U;PROCESADOR;INTEL CORE I5-1245U
CP;PROCESADOR;1679512;PROCESADOR: INTEL CORE I5-10300H;PROCESADOR;INTEL CORE I5-10300H
CP;PROCESADOR;1679513;PROCESADOR: INTEL CORE I7-12800HX;PROCESADOR;INTEL CORE I7-12800HX
CP;PROCESADOR;1679514;PROCESADOR: INTEL CORE I5-11300H;PROCESADOR;INTEL CORE I5-11300H
CP;PROCESADOR;1679515;PROCESADOR: INTEL CORE I7-10810U;PROCESADOR;INTEL CORE I7-10810U
CP;PROCESADOR;1679516;PROCESADOR: INTEL CORE I7-11370H;PROCESADOR;INTEL CORE I7-11370H
CP;PROCESADOR;1679519;PROCESADOR: AMD RYZEN 3 5300U;PROCESADOR;AMD RYZEN 3 5300U
CP;PROCESADOR;1679520;PROCESADOR: AMD RYZEN 3450U;PROCESADOR;AMD RYZEN 3450U
CP;PROCESADOR;1679521;PROCESADOR: AMD RYZEN 7 5800H;PROCESADOR;AMD RYZEN 7 5800H
CP;PROCESADOR;1679522;PROCESADOR: INTEL CORE I7-1260P;PROCESADOR;INTEL CORE I7-1260P
CP;PROCESADOR;1679523;PROCESADOR: INTEL CORE i7-8750H;PROCESADOR;INTEL CORE i7-8750H
CP;PROCESADOR;1679524;PROCESADOR: AMD RYZEN PRO APU R7-2700U;PROCESADOR;AMD RYZEN PRO APU R7-2700U
CP;PROCESADOR;1679525;PROCESADOR: INTEL CORE XEON E-2176M;PROCESADOR;INTEL CORE XEON E-2176M
CP;PROCESADOR;1679526;PROCESADOR: INTEL CELERON 3865U;PROCESADOR;INTEL CELERON 3865U
CP;PROCESADOR;1679527;PROCESADOR: AMD RYZEN 3 PRO 2300U;PROCESADOR;AMD RYZEN 3 PRO 2300U
CP;PROCESADOR;1679528;PROCESADOR: INTEL CORE I3-8130U;PROCESADOR;INTEL CORE I3-8130U
CP;PROCESADOR;1679529;PROCESADOR: AMD RYZEN 5 PRO 2500U;PROCESADOR;AMD RYZEN 5 PRO 2500U
CP;PROCESADOR;1679530;PROCESADOR: INTEL CORE I7-8850H;PROCESADOR;INTEL CORE I7-8850H
CP;PROCESADOR;1679531;PROCESADOR: AMD ATHLON GOLD 3150U;PROCESADOR;AMD ATHLON GOLD 3150U
CP;PROCESADOR;1679532;PROCESADOR: INTEL CORE I5-10210U;PROCESADOR;INTEL CORE I5-10210U
CP;PROCESADOR;1679533;PROCESADOR: INTEL CORE i7-11700;PROCESADOR;INTEL CORE i7-11700
CP;PROCESADOR;1679534;PROCESADOR: INTEL CORE i5-11400;PROCESADOR;INTEL CORE i5-11400
CP;PROCESADOR;1679535;PROCESADOR: INTEL CORE I3-7100U;PROCESADOR;INTEL CORE I3-7100U
CP;PROCESADOR;1679536;PROCESADOR: AMD A12 PRO-8830B;PROCESADOR;AMD A12 PRO-8830B
CP;PROCESADOR;1679537;PROCESADOR: INTEL CORE i5 - 6300U VPRO;PROCESADOR;INTEL CORE i5 - 6300U VPRO
CP;PROCESADOR;1679538;PROCESADOR: INTEL CORE i7 - 4610 M VPRO;PROCESADOR;INTEL CORE i7 - 4610 M VPRO
CP;PROCESADOR;1679539;PROCESADOR: INTEL CORE i3 - 7100U;PROCESADOR;INTEL CORE i3 - 7100U
CP;PROCESADOR;1679540;PROCESADOR: INTEL CORE i7 - 6500U;PROCESADOR;INTEL CORE i7 - 6500U
CP;PROCESADOR;1679541;PROCESADOR: INTEL CORE i5 - 6200U;PROCESADOR;INTEL CORE i5 - 6200U
CP;PROCESADOR;1679542;PROCESADOR: INTEL CORE i7 - 4810 MQ VPRO;PROCESADOR;INTEL CORE i7 - 4810 MQ VPRO
CP;PROCESADOR;1679543;PROCESADOR: INTEL CORE i7-8650U;PROCESADOR;INTEL CORE i7-8650U
CP;PROCESADOR;1679544;PROCESADOR: INTEL CORE i5 - 8350U;PROCESADOR;INTEL CORE i5 - 8350U
CP;PROCESADOR;1679545;PROCESADOR: INTEL CORE i5 - 8250U;PROCESADOR;INTEL CORE i5 - 8250U
CP;PROCESADOR;1679546;PROCESADOR: AMD E2-9000E;PROCESADOR;AMD E2-9000E
CP;PROCESADOR;1679547;PROCESADOR INTEL CORE i7 - 8550U;PROCESADOR;INTEL CORE i7 - 8550U
CP;PROCESADOR;1679548;PROCESADOR: INTEL CORE i7 - 6600U VPRO;PROCESADOR;INTEL CORE i7 - 6600U VPRO
CP;PROCESADOR;1679549;PROCESADOR: INTEL CORE i5 - 4310 M VPRO;PROCESADOR;INTEL CORE i5 - 4310 M VPRO
CP;PROCESADOR;1679550;PROCESADOR: INTEL CORE i7 – 4800 MQ VPRO;PROCESADOR;INTEL CORE i7 – 4800 MQ VPRO
CP;PROCESADOR;1679551;PROCESADOR: INTEL CORE I3-7020U;PROCESADOR;INTEL CORE I3-7020U
CP;PROCESADOR;1679552;PROCESADOR: INTEL PENTIUM N4200;PROCESADOR;INTEL PENTIUM N4200
CP;PROCESADOR;1679553;PROCESADOR: INTEL PENTIUM 4410Y;PROCESADOR;INTEL PENTIUM 4410Y
CP;PROCESADOR;1679554;PROCESADOR: AMD A6-9220;PROCESADOR;AMD A6-9220
CP;PROCESADOR;1679555;PROCESADOR: AMD RYZEN 7 3700U;PROCESADOR;AMD RYZEN 7 3700U
CP;PROCESADOR;1679556;PROCESADOR: AMD RYZEN 7 PRO 2700U;PROCESADOR;AMD RYZEN 7 PRO 2700U
CP;PROCESADOR;1679557;PROCESADOR: INTEL CORE I7-8550U;PROCESADOR;INTEL CORE I7-8550U
CP;PROCESADOR;1679558;PROCESADOR: INTEL CORE I3-8145U;PROCESADOR;INTEL CORE I3-8145U
CP;PROCESADOR;1679559;PROCESADOR: INTEL CORE I5-8259U;PROCESADOR;INTEL CORE I5-8259U
CP;PROCESADOR;1679561;PROCESADOR: AMD RYZEN 3 3700U;PROCESADOR;AMD RYZEN 3 3700U
CP;PROCESADOR;1679562;PROCESADOR: AMD RYZEN 5 PRO 2500U APU;PROCESADOR;AMD RYZEN 5 PRO 2500U APU
CP;PROCESADOR;1679563;PROCESADOR: AMD A4-9125 APU;PROCESADOR;AMD A4-9125 APU
CP;PROCESADOR;1679564;PROCESADOR: INTEL CORE I5-7Y57;PROCESADOR;INTEL CORE I5-7Y57
CP;PROCESADOR;1679565;PROCESADOR: INTEL CORE I5-8300H;PROCESADOR;INTEL CORE I5-8300H
CP;PROCESADOR;1679566;PROCESADOR: INTEL PENTIUM N5000;PROCESADOR;INTEL PENTIUM N5000
CP;PROCESADOR;1679567;PROCESADOR: INTEL CORE I7-8565U;PROCESADOR;INTEL CORE I7-8565U
CP;PROCESADOR;1679568;PROCESADOR: INTEL CORE I5-8265U;PROCESADOR;INTEL CORE I5-8265U
CP;PROCESADOR;1679569;PROCESADOR: INTEL CORE I5 - 8550U;PROCESADOR;INTEL CORE I5 - 8550U
CP;PROCESADOR;1679570;PROCESADOR: INTEL CORE I7-8665U;PROCESADOR;INTEL CORE I7-8665U
CP;PROCESADOR;1679571;PROCESADOR: INTEL CORE I5-8365U;PROCESADOR;INTEL CORE I5-8365U
CP;PROCESADOR;1679572;PROCESADOR: AMD RYZEN 7 PRO 3700U;PROCESADOR;AMD RYZEN 7 PRO 3700U
CP;PROCESADOR;1679573;PROCESADOR: INTEL CORE I5-8250U;PROCESADOR;INTEL CORE I5-8250U
CP;PROCESADOR;1679574;PROCESADOR: INTEL CORE I7-9750H;PROCESADOR;INTEL CORE I7-9750H
CP;PROCESADOR;1679575;PROCESADOR: MEDIATEK MTK6753 CORTEX A53 OCTA CORE;PROCESADOR;MEDIATEK MTK6753 CORTEX A53 OCTA CORE
CP;PROCESADOR;1679576;PROCESADOR: AMD RYZEN 5 3500U;PROCESADOR;AMD RYZEN 5 3500U
CP;PROCESADOR;1679577;PROCESADOR: AMD RYZEN 3 3200U;PROCESADOR;AMD RYZEN 3 3200U
CP;PROCESADOR;1679578;PROCESADOR: INTEL CORE I5-8200Y;PROCESADOR;INTEL CORE I5-8200Y
CP;PROCESADOR;1679579;PROCESADOR: AMD RYZEN 3 2300U;PROCESADOR;AMD RYZEN 3 2300U
CP;PROCESADOR;1679580;PROCESADOR: AMD RYZEN 5 2500U;PROCESADOR;AMD RYZEN 5 2500U
CP;PROCESADOR;1679581;PROCESADOR: AMD RYZEN 3 2200U;PROCESADOR;AMD RYZEN 3 2200U
CP;PROCESADOR;1679582;PROCESADOR: AMD RYZEN 7 2700U;PROCESADOR;AMD RYZEN 7 2700U
CP;PROCESADOR;1679583;PROCESADOR: AMD A4-9120C APU;PROCESADOR;AMD A4-9120C APU
CP;PROCESADOR;1679584;PROCESADOR: AMD PRO A6-8530B APU;PROCESADOR;AMD PRO A6-8530B APU
CP;PROCESADOR;1679585;PROCESADOR: INTEL CELERON N4100;PROCESADOR;INTEL CELERON N4100
CP;PROCESADOR;1679586;PROCESADOR: AMD PRO A10-9620P APU;PROCESADOR;AMD PRO A10-9620P APU
CP;PROCESADOR;1679587;PROCESADOR: AMD A9-9425;PROCESADOR;AMD A9-9425
CP;PROCESADOR;1679588;PROCESADOR: INTEL CELERON N4000;PROCESADOR;INTEL CELERON N4000
CP;PROCESADOR;1679589;PROCESADOR: INTEL CORE I7-10510U;PROCESADOR;INTEL CORE I7-10510U
CP;PROCESADOR;1679590;PROCESADOR: INTEL CORE I7-10610U;PROCESADOR;INTEL CORE I7-10610U
CP;PROCESADOR;1679592;PROCESADOR: AMD RYZEN 3 4300U;PROCESADOR;AMD RYZEN 3 4300U
CP;PROCESADOR;1679593;PROCESADOR: INTEL CELERON N4120;PROCESADOR;INTEL CELERON N4120
CP;PROCESADOR;1679594;PROCESADOR: INTEL PENTIUM SILVER N5000;PROCESADOR;INTEL PENTIUM SILVER N5000
CP;PROCESADOR;1679595;PROCESADOR: INTEL CORE I5-10310U;PROCESADOR;INTEL CORE I5-10310U
CP;PROCESADOR;1679596;PROCESADOR: INTEL CORE I9-10900;PROCESADOR;INTEL CORE I9-10900
CP;PROCESADOR;1679597;PROCESADOR: AMD RYZEN 3 3250U;PROCESADOR;AMD RYZEN 3 3250U
CP;PROCESADOR;1679598;PROCESADOR: INTEL CORE I3-10110Y;PROCESADOR;INTEL CORE I3-10110Y
CP;PROCESADOR;1679599;PROCESADOR: INTEL CORE I7-10710U;PROCESADOR;INTEL CORE I7-10710U
CP;PROCESADOR;1679600;PROCESADOR: INTEL CORE I3-10110U;PROCESADOR;INTEL CORE I3-10110U
CP;PROCESADOR;1679601;PROCESADOR: AMD RYZEN 5 4500U;PROCESADOR;AMD RYZEN 5 4500U
CP;PROCESADOR;1679602;PROCESADOR: AMD RYZEN 5 PRO 4650U;PROCESADOR;AMD RYZEN 5 PRO 4650U
CP;PROCESADOR;1679603;PROCESADOR: AMD RYZEN 7 4700U;PROCESADOR;AMD RYZEN 7 4700U
CP;PROCESADOR;1679604;PROCESADOR: INTEL CORE I5-1035 G1;PROCESADOR;INTEL CORE I5-1035 G1
CP;PROCESADOR;1679605;PROCESADOR: INTEL CELERON N3350;PROCESADOR;INTEL CELERON N3350
CP;PROCESADOR;1679608;PROCESADOR: AMD RYZEN 7 PRO 4750U;PROCESADOR;AMD RYZEN 7 PRO 4750U
CP;PROCESADOR;1679609;PROCESADOR: INTEL CORE I7-1065 G7;PROCESADOR;INTEL CORE I7-1065 G7
CP;PROCESADOR;1679611;PROCESADOR: INTEL CELERON N4020;PROCESADOR;INTEL CELERON N4020
CP;PROCESADOR;1679612;PROCESADOR: INTEL CORE I3-1005 G1;PROCESADOR;INTEL CORE I3-1005 G1
CP;PROCESADOR;1679614;PROCESADOR: AMD A6-9220C;PROCESADOR;AMD A6-9220C
CP;PROCESADOR;1679615;PROCESADOR: AMD A4-9120C;PROCESADOR;AMD A4-9120C
CP;PROCESADOR;1679616;PROCESADOR: AMD RYZEN 3 3300U;PROCESADOR;AMD RYZEN 3 3300U
CP;PROCESADOR;1679617;PROCESADOR: AMD RYZEN 5 PRO 3500U;PROCESADOR;AMD RYZEN 5 PRO 3500U
CP;PROCESADOR;1679618;PROCESADOR INTEL CELERON GEMINI LAKE N4020;PROCESADOR;INTEL CELERON GEMINI LAKE N4020
CP;PROCESADOR;1679619;PROCESADOR: AMD A4-4300M;PROCESADOR;AMD A4-4300M
CP;PROCESADOR;1679620;PROCESADOR: AMD A4-6210;PROCESADOR;AMD A4-6210
CP;PROCESADOR;1679621;PROCESADOR: AMD A6 PRO-7050B;PROCESADOR;AMD A6 PRO-7050B
CP;PROCESADOR;1679622;PROCESADOR: AMD A6 PRO-8500B;PROCESADOR;AMD A6 PRO-8500B
CP;PROCESADOR;1679623;PROCESADOR: AMD A6-1450;PROCESADOR;AMD A6-1450
CP;PROCESADOR;1679624;PROCESADOR: AMD A6-7000;PROCESADOR;AMD A6-7000
CP;PROCESADOR;1679625;PROCESADOR: AMD A8 PRO-7150B;PROCESADOR;AMD A8 PRO-7150B
CP;PROCESADOR;1679626;PROCESADOR: AMD A8 PRO-8600B;PROCESADOR;AMD A8 PRO-8600B
CP;PROCESADOR;1679627;PROCESADOR: AMD A8-5550M;PROCESADOR;AMD A8-5550M
CP;PROCESADOR;1679628;PROCESADOR: AMD A8-6410;PROCESADOR;AMD A8-6410
CP;PROCESADOR;1679629;PROCESADOR: AMD A8-7100;PROCESADOR;AMD A8-7100
CP;PROCESADOR;1679630;PROCESADOR: AMD A8-7410;PROCESADOR;AMD A8-7410
CP;PROCESADOR;1679631;PROCESADOR: AMD E1-2100;PROCESADOR;AMD E1-2100
CP;PROCESADOR;1679632;PROCESADOR: AMD E1-6010;PROCESADOR;AMD E1-6010
CP;PROCESADOR;1679633;PROCESADOR: AMD E1-6015;PROCESADOR;AMD E1-6015
CP;PROCESADOR;1679634;PROCESADOR: AMD E2-6110;PROCESADOR;AMD E2-6110
CP;PROCESADOR;1679635;PROCESADOR: AMD E2-7110;PROCESADOR;AMD E2-7110
CP;PROCESADOR;1679636;PROCESADOR: INTEL ATOM X5-Z8350;PROCESADOR;INTEL ATOM X5-Z8350
CP;PROCESADOR;1679637;PROCESADOR: INTEL CELERON 2955U;PROCESADOR;INTEL CELERON 2955U
CP;PROCESADOR;1679638;PROCESADOR: INTEL CELERON 2961Y;PROCESADOR;INTEL CELERON 2961Y
CP;PROCESADOR;1679639;PROCESADOR: INTEL CELERON 3205U;PROCESADOR;INTEL CELERON 3205U
CP;PROCESADOR;1679640;PROCESADOR: INTEL CELERON 3855U;PROCESADOR;INTEL CELERON 3855U
CP;PROCESADOR;1679641;PROCESADOR: INTEL CELERON N2830;PROCESADOR;INTEL CELERON N2830
CP;PROCESADOR;1679642;PROCESADOR: INTEL CELERON N2840 ;PROCESADOR;INTEL CELERON N2840 
CP;PROCESADOR;1679643;PROCESADOR: INTEL CELERON N2940;PROCESADOR;INTEL CELERON N2940
CP;PROCESADOR;1679644;PROCESADOR: INTEL CELERON N3050;PROCESADOR;INTEL CELERON N3050
CP;PROCESADOR;1679645;PROCESADOR: INTEL CELERON N3060;PROCESADOR;INTEL CELERON N3060
CP;PROCESADOR;1679646;PROCESADOR: INTEL CELERON N3150;PROCESADOR;INTEL CELERON N3150
CP;PROCESADOR;1679647;PROCESADOR: INTEL CELERON N3350;PROCESADOR;INTEL CELERON N3350
CP;PROCESADOR;1679648;PROCESADOR: INTEL CORE I3-3110M;PROCESADOR;INTEL CORE I3-3110M
CP;PROCESADOR;1679649;PROCESADOR: INTEL CORE I3-3120M;PROCESADOR;INTEL CORE I3-3120M
CP;PROCESADOR;1679650;PROCESADOR: INTEL CORE I3-3217U;PROCESADOR;INTEL CORE I3-3217U
CP;PROCESADOR;1679651;PROCESADOR: INTEL CORE I3-4000M;PROCESADOR;INTEL CORE I3-4000M
CP;PROCESADOR;1679652;PROCESADOR: INTEL CORE I3-4005U;PROCESADOR;INTEL CORE I3-4005U
CP;PROCESADOR;1679653;PROCESADOR: INTEL CORE I3-4010U;PROCESADOR;INTEL CORE I3-4010U
CP;PROCESADOR;1679654;PROCESADOR: INTEL CORE I3-4012Y;PROCESADOR;INTEL CORE I3-4012Y
CP;PROCESADOR;1679655;PROCESADOR: INTEL CORE I3-4020Y;PROCESADOR;INTEL CORE I3-4020Y
CP;PROCESADOR;1679656;PROCESADOR: INTEL CORE I3-4030U;PROCESADOR;INTEL CORE I3-4030U
CP;PROCESADOR;1679657;PROCESADOR: INTEL CORE I3-4100M;PROCESADOR;INTEL CORE I3-4100M
CP;PROCESADOR;1679658;PROCESADOR: INTEL CORE I3-5005U;PROCESADOR;INTEL CORE I3-5005U
CP;PROCESADOR;1679659;PROCESADOR: INTEL CORE I5-5300U;PROCESADOR;INTEL CORE I5-5300U
CP;PROCESADOR;1679660;PROCESADOR: INTEL CORE I5-6200U;PROCESADOR;INTEL CORE I5-6200U
CP;PROCESADOR;1679661;PROCESADOR: INTEL CORE I5-6300U;PROCESADOR;INTEL CORE I5-6300U
CP;PROCESADOR;1679662;PROCESADOR: INTEL CORE I5-6440HQ;PROCESADOR;INTEL CORE I5-6440HQ
CP;PROCESADOR;1679663;PROCESADOR: INTEL CORE I5-7200U;PROCESADOR;INTEL CORE I5-7200U
CP;PROCESADOR;1679664;PROCESADOR: INTEL CORE I7-4510U;PROCESADOR;INTEL CORE I7-4510U
CP;PROCESADOR;1679665;PROCESADOR: INTEL CORE I7-4600M;PROCESADOR;INTEL CORE I7-4600M
CP;PROCESADOR;1679666;PROCESADOR: INTEL CORE I7-4600U;PROCESADOR;INTEL CORE I7-4600U
CP;PROCESADOR;1679667;PROCESADOR: INTEL CORE I7-4610M;PROCESADOR;INTEL CORE I7-4610M
CP;PROCESADOR;1679668;PROCESADOR: INTEL CORE I7-4650U;PROCESADOR;INTEL CORE I7-4650U
CP;PROCESADOR;1679669;PROCESADOR: INTEL CORE I7-4700MQ;PROCESADOR;INTEL CORE I7-4700MQ
CP;PROCESADOR;1679670;PROCESADOR: INTEL CORE I7-4702MQ;PROCESADOR;INTEL CORE I7-4702MQ
CP;PROCESADOR;1679671;PROCESADOR: INTEL CORE I7-4710HQ;PROCESADOR;INTEL CORE I7-4710HQ
CP;PROCESADOR;1679672;PROCESADOR: INTEL CORE I7-4710MQ;PROCESADOR;INTEL CORE I7-4710MQ
CP;PROCESADOR;1679673;PROCESADOR: INTEL CORE I7-4720HQ;PROCESADOR;INTEL CORE I7-4720HQ
CP;PROCESADOR;1679674;PROCESADOR: INTEL CORE I7-5500U;PROCESADOR;INTEL CORE I7-5500U
CP;PROCESADOR;1679675;PROCESADOR: INTEL CORE I7-5600U;PROCESADOR;INTEL CORE I7-5600U
CP;PROCESADOR;1679676;PROCESADOR: INTEL CORE I7-6500U;PROCESADOR;INTEL CORE I7-6500U
CP;PROCESADOR;1679677;PROCESADOR: INTEL CORE I7-6600U;PROCESADOR;INTEL CORE I7-6600U
CP;PROCESADOR;1679678;PROCESADOR: INTEL CORE I7-6700HQ;PROCESADOR;INTEL CORE I7-6700HQ
CP;PROCESADOR;1679679;PROCESADOR: INTEL CORE I7-6820HQ;PROCESADOR;INTEL CORE I7-6820HQ
CP;PROCESADOR;1679680;PROCESADOR: INTEL CORE I7-7500U;PROCESADOR;INTEL CORE I7-7500U
CP;PROCESADOR;1679681;PROCESADOR: INTEL CORE M3-6Y30;PROCESADOR;INTEL CORE M3-6Y30
CP;PROCESADOR;1679682;PROCESADOR: INTEL CORE M5-6Y54;PROCESADOR;INTEL CORE M5-6Y54
CP;PROCESADOR;1679683;PROCESADOR: INTEL CORE M-5Y10C;PROCESADOR;INTEL CORE M-5Y10C
CP;PROCESADOR;1679684;PROCESADOR: INTEL CORE M-5Y51;PROCESADOR;INTEL CORE M-5Y51
CP;PROCESADOR;1679685;PROCESADOR: INTEL CORE M-5Y71;PROCESADOR;INTEL CORE M-5Y71
CP;PROCESADOR;1679686;PROCESADOR: INTEL CORE M7-6Y75;PROCESADOR;INTEL CORE M7-6Y75
CP;PROCESADOR;1679687;PROCESADOR: INTEL PENTIUM 3805U;PROCESADOR;INTEL PENTIUM 3805U
CP;PROCESADOR;1679688;PROCESADOR: INTEL PENTIUM N3520;PROCESADOR;INTEL PENTIUM N3520
CP;PROCESADOR;1679689;PROCESADOR: INTEL PENTIUM N3700;PROCESADOR;INTEL PENTIUM N3700
CP;PROCESADOR;1679690;PROCESADOR: INTEL PENTIUM N3710;PROCESADOR;INTEL PENTIUM N3710
CP;PROCESADOR;1679691;PROCESADOR: INTEL XEON E3-1505M V5;PROCESADOR;INTEL XEON E3-1505M V5
CP;PROCESADOR;1679692;PROCESADOR: NVIDIA TEGRA K1 CD570M;PROCESADOR;NVIDIA TEGRA K1 CD570M
CP;PROCESADOR;1679693;PROCESADOR: AMD A10-9600P APU;PROCESADOR;AMD A10-9600P APU
CP;PROCESADOR;1679694;PROCESADOR: AMD A8-9600B;PROCESADOR;AMD A8-9600B
CP;PROCESADOR;1679695;PROCESADOR: INTEL CORE I3-6006U;PROCESADOR;INTEL CORE I3-6006U
CP;PROCESADOR;1679697;PROCESADOR: AMD A9-9420;PROCESADOR;AMD A9-9420
CP;PROCESADOR;1679698;PROCESADOR: INTEL XEON E3-1275 V6;PROCESADOR;INTEL XEON E3-1275 V6
CP;PROCESADOR;1679699;PROCESADOR: INTEL XEON E3-1505M V6;PROCESADOR;INTEL XEON E3-1505M V6
CP;PROCESADOR;1679700;PROCESADOR: INTEL CORE I7-7700HQ;PROCESADOR;INTEL CORE I7-7700HQ
CP;PROCESADOR;1679701;PROCESADOR: INTEL CORE I7-8550;PROCESADOR;INTEL CORE I7-8550
CP;PROCESADOR;1679702;PROCESADOR: INTEL CORE I5-8250;PROCESADOR;INTEL CORE I5-8250
CP;PROCESADOR;1679703;PROCESADOR: INTEL CORE I5-7300HQ;PROCESADOR;INTEL CORE I5-7300HQ
CP;PROCESADOR;1679704;PROCESADOR: INTEL CORE I5-7300U;PROCESADOR;INTEL CORE I5-7300U
CP;PROCESADOR;1679705;PROCESADOR: INTEL CORE I7-7820HQ;PROCESADOR;INTEL CORE I7-7820HQ
CP;PROCESADOR;1679706;PROCESADOR: AMD A12 - 9800B;PROCESADOR;AMD A12 - 9800B
CP;PROCESADOR;1679707;PROCESADOR: AMD A12 PRO-9800B;PROCESADOR;AMD A12 PRO-9800B
CP;PROCESADOR;1679708;PROCESADOR: APU AMD PRO A12-9800B;PROCESADOR;APU AMD PRO A12-9800B
