"Categ";"CodCaract";"Caract";"CodValCaract";"ValCaract"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596993;"RAM: 32 GB DDR4 2666 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596994;"RAM: 8 GB DDR4 2666 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596995;"RAM: 16 GB DDR4 2666 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596996;"RAM: 16 GB DDR4 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596997;"RAM: 8 GB DDR4 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596998;"RAM: 4 GB LPDDR4 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1596999;"RAM: 4 GB DDR4 2400 300 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597000;"RAM: 8 GB DDR4 19200 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597001;"RAM: 16 GB DDR4 19200 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597002;"RAM: 32 GB DDR4 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597003;"RAM: 8 GB DDR4 2400 300 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597004;"RAM: 2 GB DRR3L 1066 133 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597005;"RAM: 8 GB DDR3L 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597006;"RAM: 4 GB DDR3L 1333 166 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597007;"RAM: 4 GB DDR3 2133 266 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597008;"RAM: 2 GB DDR3L 1333 166 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597009;"RAM: 8 GB DDR3 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597010;"RAM: 4 GB DDR3L 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597011;"RAM: 16 GB DDR3L 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597012;"RAM: 8 GB DDR3 2133 266 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597013;"RAM: 8 GB DDR4 2133 266 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597014;"RAM: 2 GB DDR3L 1066 133 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597015;"RAM: 4 GB DDR3 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597016;"RAM: 4 GB DRR3L 1066 133 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597017;"RAM: 4 GB DDR4 2133 266 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597018;"RAM: 4 GB DDR3L 1066 133 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597019;"RAM: 8 GB DDR3L 1066 133 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1597020;"RAM: 2 GB DDR3L 1600 200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2888907;"RAM: 16 GB DDR5 5200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2769449;"RAM: 8 GB DDR4 3200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1838395;"RAM: 24 GB DDR4 3200 400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1838401;"RAM: 64 GB DDR5 4400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1742148;"RAM: 64 GB DDR5 4000 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2131863;"RAM: 8 GB DDR5 5600 700 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2131868;"RAM: 64 GB DDR5 5600 700 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2131869;"RAM: 128 GB DDR5 5600 700 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2131864;"RAM: 16 GB DDR5 5600 700 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2131866;"RAM: 32 GB DDR5 5600 700 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1838403;"RAM: 8 GB DDR4 4400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2748534;"RAM: 16 GB DDR4 3200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2813937;"RAM: 128 GB DDR5 4800 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1761817;"RAM: 32 GB DDR5 5600 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2888905;"RAM: 8 GB DDR5 5600 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1742146;"RAM: 16 GB DDR5 4000 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1742147;"RAM: 32 GB DDR5 4000 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";1742149;"RAM: 128 GB DDR5 3600 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2611053;"RAM: 32 GB DDR5 4400 2200 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2774505;"RAM: 8 GB DDR5 5200 650 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2774506;"RAM: 16 GB DDR5 5200 650 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2530282;"RAM: 64 GB DDR5 4800 2400 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2813940;"RAM: 24 GB DDR5 4800 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2813942;"RAM: 48 GB DDR5 4800 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2813944;"RAM: 96 GB DDR5 4800 MHz"
"COMPUTADORA DE ESCRITORIO";26212;"RAM";2748535;"RAM: 32 GB DDR4 3200 MHz"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2625911;"ALMACENAMIENTO: 2 TB SSD / 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2625913;"ALMACENAMIENTO: 2 TB SSD / 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2132242;"ALMACENAMIENTO: 2 x 1 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597837;"ALMACENAMIENTO: 8 GB-1 TB SSHD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597838;"ALMACENAMIENTO: 240 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597839;"ALMACENAMIENTO: 1.92 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597840;"ALMACENAMIENTO: 240 GB SSD/3 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597841;"ALMACENAMIENTO: 480 GB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597842;"ALMACENAMIENTO: 500 GB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597843;"ALMACENAMIENTO: 256 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597844;"ALMACENAMIENTO: 240 GB SSD/2 X 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597845;"ALMACENAMIENTO: 480 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597846;"ALMACENAMIENTO: 240 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597847;"ALMACENAMIENTO: 120 GB SSD/2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597848;"ALMACENAMIENTO: 3.84 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597849;"ALMACENAMIENTO: 60 GB SSD/1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597850;"ALMACENAMIENTO: 120 GB SSD/500 GB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597851;"ALMACENAMIENTO: 120 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597852;"ALMACENAMIENTO: 480 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597853;"ALMACENAMIENTO: 480 GB SSD/2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597854;"ALMACENAMIENTO: 500 GB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597855;"ALMACENAMIENTO: 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597856;"ALMACENAMIENTO: 960 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597857;"ALMACENAMIENTO: 120 GB SSD/1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597858;"ALMACENAMIENTO: 3 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597859;"ALMACENAMIENTO: 4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597860;"ALMACENAMIENTO: 256 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597861;"ALMACENAMIENTO: 128 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597862;"ALMACENAMIENTO: 500 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597863;"ALMACENAMIENTO: 500 GB HDD 5900 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597864;"ALMACENAMIENTO: 1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597865;"ALMACENAMIENTO: 240 GB SSD/2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597866;"ALMACENAMIENTO: 8 GB-500 GB SSHD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597867;"ALMACENAMIENTO: 120 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597868;"ALMACENAMIENTO: 512 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597869;"ALMACENAMIENTO: 60 GB SSD/500 GB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597870;"ALMACENAMIENTO: 2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597871;"ALMACENAMIENTO: 240 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597872;"ALMACENAMIENTO: 480 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597873;"ALMACENAMIENTO: 240 GB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597874;"ALMACENAMIENTO: 120 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597875;"ALMACENAMIENTO: 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597876;"ALMACENAMIENTO: 1 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597877;"ALMACENAMIENTO: 320 GB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597878;"ALMACENAMIENTO: 2 X 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597879;"ALMACENAMIENTO: 256 GB M.2 SSD/ 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597930;"ALMACENAMIENTO: 500 GB M.2 SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597931;"ALMACENAMIENTO: 480 GB M.2 SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597932;"ALMACENAMIENTO: 1 TB M.2 SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597933;"ALMACENAMIENTO: 1 TB M.2 SSD NVMe/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597934;"ALMACENAMIENTO: 1 TB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597935;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597936;"ALMACENAMIENTO: 480 GB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597937;"ALMACENAMIENTO: 1 TB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597938;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597939;"ALMACENAMIENTO: 960 GB M.2 SSD NVMe/ 2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597940;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597941;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597942;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 2 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597943;"ALMACENAMIENTO: 1TB. SATA III, 6 GB/s, 7200 RPM. + SSD 1 TB SATA 6GB/s 2.5”"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1744331;"ALMACENAMIENTO: 1 TB M.2 SSD / 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597021;"ALMACENAMIENTO: 16 GB SSD/240 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597022;"ALMACENAMIENTO: 64 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597023;"ALMACENAMIENTO: 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597024;"ALMACENAMIENTO: 128 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597025;"ALMACENAMIENTO: 8 GB SSD/500 GB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597026;"ALMACENAMIENTO: 240 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597027;"ALMACENAMIENTO: 500 GB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597028;"ALMACENAMIENTO: 16 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597029;"ALMACENAMIENTO: 8 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597030;"ALMACENAMIENTO: 32 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597031;"ALMACENAMIENTO: 16 GB SSD/1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597032;"ALMACENAMIENTO: 500 GB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597033;"ALMACENAMIENTO: 8 GB-1 TB SSHD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597034;"ALMACENAMIENTO: 1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597035;"ALMACENAMIENTO: 8 GB-500 GB SSHD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597036;"ALMACENAMIENTO: 256 GB SATA SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597037;"ALMACENAMIENTO: 64 GB FLASH SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597038;"ALMACENAMIENTO: 8 GB FLASH SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597039;"ALMACENAMIENTO: 1TB HD 5400RPM / 256 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597040;"ALMACENAMIENTO: 1TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597041;"ALMACENAMIENTO: 250 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597042;"ALMACENAMIENTO: 500 GB M.2 NVMe SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597043;"ALMACENAMIENTO: 500 GB M.2 SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597044;"ALMACENAMIENTO: 250 GB M.2 SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597045;"ALMACENAMIENTO: 250 GB M.2 NVMe SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597046;"ALMACENAMIENTO: 500 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597047;"ALMACENAMIENTO: 500 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597048;"ALMACENAMIENTO: 500 GB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597049;"ALMACENAMIENTO: 1 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597050;"ALMACENAMIENTO: 500 GB M.2 NVMe SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597051;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597052;"ALMACENAMIENTO: 480 GB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597053;"ALMACENAMIENTO: 1 TB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597054;"ALMACENAMIENTO: 1 TB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597880;"ALMACENAMIENTO: 256 GB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597881;"ALMACENAMIENTO: 256 GB M.2 SSD/ 500 GB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597882;"ALMACENAMIENTO: 256 GB M.2 SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597883;"ALMACENAMIENTO: 2 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597884;"ALMACENAMIENTO: 480 GB SSD/3 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597885;"ALMACENAMIENTO: 1 TB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597886;"ALMACENAMIENTO: 2 TB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597887;"ALMACENAMIENTO: 2 X 500 GB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597888;"ALMACENAMIENTO: 500 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597889;"ALMACENAMIENTO: 4 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597890;"ALMACENAMIENTO: 500 GB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597891;"ALMACENAMIENTO: 500 GB SSD/6 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597892;"ALMACENAMIENTO: 1 TB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597893;"ALMACENAMIENTO: 512 GB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597894;"ALMACENAMIENTO: 512 GB SSD/4 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597895;"ALMACENAMIENTO: 256 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597896;"ALMACENAMIENTO: 1 TB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597897;"ALMACENAMIENTO: 512 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597898;"ALMACENAMIENTO: 256 GB SSD/1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597899;"ALMACENAMIENTO: 512 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597900;"ALMACENAMIENTO: 480 GB SSD/4 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597901;"ALMACENAMIENTO: 240 GB SSD/1 TB HDD 5400 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597902;"ALMACENAMIENTO: 128 GB SSD/2 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597903;"ALMACENAMIENTO: 1 TB SSD/6 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597904;"ALMACENAMIENTO: 512 GB SSD/1 TB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597905;"ALMACENAMIENTO: 250 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597906;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597907;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597908;"ALMACENAMIENTO: 128 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597909;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597910;"ALMACENAMIENTO: 960 GB SSD/4 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597911;"ALMACENAMIENTO: 960 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597912;"ALMACENAMIENTO: 8 TB SATA 6 GB/S 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597913;"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597914;"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM / SSD 500 GB SATA 6 GB/S 2.5"""
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597915;"ALMACENAMIENTO: 128 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597916;"ALMACENAMIENTO: 250 GB SSD/1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597917;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597918;"ALMACENAMIENTO: 960 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597919;"ALMACENAMIENTO: 512 GB SSD/ 512 GB SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597920;"ALMACENAMIENTO: 250 GB SSD/2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597921;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597922;"ALMACENAMIENTO: 500 GB M.2 SSD"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597923;"ALMACENAMIENTO: 250 GB M.2 SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597924;"ALMACENAMIENTO: 500 GB SSD/ 1 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597925;"ALMACENAMIENTO: 500 GB M.2 SSD/ 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597926;"ALMACENAMIENTO: 250 GB M.2 SSD/ 2 TB HDD 7200 RPM"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597927;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe"
"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597928;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe"
