IdCateg,ValCateg,IdCaract,ValCaract,IdValue,ValValue,TextoPDFCom
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399930,NO APLICA,No aplica
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399931,XXX,XXX
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399932,128 GB,128 GB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399933,256 GB,256 GB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399934,512 GB,512 GB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399935,1 TB,1 TB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399936,2 TB,2 TB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399937,4 TB,4 TB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399938,500 GB,500 GB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399939,6 TB,6 TB
12518,COMPUTADORA DE ESCRITORIO II,49209,CAPACIDAD_NOMINAL_DISCO_2,3399940,960 GB,960 GB
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399941,NO APLICA,No aplica
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399942,XXX,XXX
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399943,NVME,NVMe
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399944,SATA,SATA
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399945,PCIE NVME,NVMe
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399946,PCIE OPAL2 NVME,PCIE OPAL2 NVME
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399947,PCIE-4X4,PCIE-4X4
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399948,TLC PCIE SED OPAL2,TLC PCIE SED OPAL2
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399949,AHCI (ADVANCED HOST CONTROLLER INTERFACE),AHCI (ADVANCED HOST CONTROLLER INTERFACE)
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399950,SATA II,SATA II
12518,COMPUTADORA DE ESCRITORIO II,49210,PROTOCOLO_DE_COMUNICACIÓN_DISCO_2,3399951,SATA III,SATA III
12518,COMPUTADORA DE ESCRITORIO II,49211,ESPECIFICACIÓN_O_FACTOR_FORMA_DISCO_2,3399952,NO APLICA,No aplica
